property_id,property_name,reference_rate_night,rating,n_reviews,city,country,property_type,url_property
12236695,Apartamento en Barcelona,98.0,4.83,375,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/12236695?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730069739_P3qyJRcODx34ouaA&previous_page_section_name=1000&federated_search_id=8b67f646-9a33-4c30-9c6e-1052e7fcc1b3&currency=EUR
31145711,Habitación en Barcelona,47.0,4.95,474,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/31145711?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=686196632&search_mode=regular_search&check_in=2024-12-19&check_out=2024-12-24&source_impression_id=p3_1730069739_P3XlGaSHvEIlexk6&previous_page_section_name=1000&federated_search_id=8b67f646-9a33-4c30-9c6e-1052e7fcc1b3&currency=EUR
1069765339983009634,Habitación en Barcelona,57.0,4.91,47,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1069765339983009634?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1846186096&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069739_P3MBl04ZBfSUwAyk&previous_page_section_name=1000&federated_search_id=8b67f646-9a33-4c30-9c6e-1052e7fcc1b3&currency=EUR
52279129,Habitación en Barcelona,46.0,4.7,273,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/52279129?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1254581668&search_mode=regular_search&check_in=2024-12-09&check_out=2024-12-14&source_impression_id=p3_1730069739_P3Ws8vR80per3Ga2&previous_page_section_name=1000&federated_search_id=8b67f646-9a33-4c30-9c6e-1052e7fcc1b3&currency=EUR
35556392,Habitación en Barcelona,46.0,4.45,173,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/35556392?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1630258450&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730069739_P3K7P3M2d7Zglwgw&previous_page_section_name=1000&federated_search_id=8b67f646-9a33-4c30-9c6e-1052e7fcc1b3&currency=EUR
35556392,Habitación en Barcelona,46.0,4.45,173,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/35556392?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1630258450&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730069750_P3IHyGENO_GNr8EJ&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
1125225051629566511,Habitación en Hospitalet de Llobregat,34.0,4.91,58,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1125225051629566511?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1873544940&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730069752_P3nJbgD5W8G71H-e&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
43646717,Habitación en Barcelona,53.0,4.89,104,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/43646717?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1013509042&search_mode=regular_search&check_in=2024-12-30&check_out=2025-01-04&source_impression_id=p3_1730069752_P3LqSrdFHaQM6O_c&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
6757485,Habitación en Barcelona,56.0,4.93,112,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/6757485?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1617084405&search_mode=regular_search&check_in=2025-01-09&check_out=2025-01-14&source_impression_id=p3_1730069752_P3T1XxPU3CFOKVs5&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
1247867523730663517,Habitación en Barcelona,40.0,0.0,0,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1247867523730663517?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1995536583&search_mode=regular_search&check_in=2024-11-19&check_out=2024-11-24&source_impression_id=p3_1730069752_P3u2M4gZaHmPtPY2&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
928941163244537984,Habitación en Barcelona,46.0,4.94,140,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/928941163244537984?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1800346122&search_mode=regular_search&check_in=2025-01-02&check_out=2025-01-07&source_impression_id=p3_1730069752_P3qBqIrpt_o__jXv&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
1249314351151138097,Habitación en Barcelona,44.0,0.0,0,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1249314351151138097?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2003844917&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069752_P3B1IQyThaMkBXkn&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
961442045210294120,Habitación en Barcelona,43.0,4.51,78,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/961442045210294120?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1732722334&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730069752_P3Jq6RDkCEkHE3zk&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
16780481,Habitación en Barcelona,35.0,4.52,267,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/16780481?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1738638103&search_mode=regular_search&check_in=2024-12-15&check_out=2024-12-20&source_impression_id=p3_1730069752_P3Ik38DVvyDOdOnw&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
37826647,Habitación en Barcelona,48.0,4.98,57,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/37826647?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=835087604&search_mode=regular_search&check_in=2024-12-09&check_out=2024-12-14&source_impression_id=p3_1730069752_P3A8fyXoRAlK2Hvt&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
2510966,Apartamento en Barcelona,115.0,4.36,559,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/2510966?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069752_P3fOeCPNJG-kl34W&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
1310443,Apartamento en Barcelona,92.0,4.38,73,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/1310443?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-09&check_out=2024-12-14&source_impression_id=p3_1730069752_P3LMrukDm3Hj8uQ-&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
20241152,Habitación en Barcelona,46.0,4.66,149,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/20241152?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2003893948&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069752_P3ic1-5JMeEK4H0l&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
929475558607641561,Habitación en Castelldefels,40.0,4.91,123,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/929475558607641561?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1765041558&search_mode=regular_search&check_in=2024-11-22&check_out=2024-11-27&source_impression_id=p3_1730069752_P3Vkw9BjX_PmfejE&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
980560771610249293,Habitación en Barcelona,46.0,4.92,25,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/980560771610249293?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1870376232&search_mode=regular_search&check_in=2024-11-13&check_out=2024-11-18&source_impression_id=p3_1730069752_P398XAnOEA9Ao7TF&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
671858287175462597,Habitación en Barcelona,37.0,4.38,58,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/671858287175462597?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1468474592&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730069752_P3x-qlCy3-i-S0CJ&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
37561531,Habitación en Barcelona,56.0,4.88,202,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/37561531?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=828363360&search_mode=regular_search&check_in=2024-12-12&check_out=2024-12-17&source_impression_id=p3_1730069752_P3vF7PsBlinC-DCN&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
1129670083527583060,Habitación en Esplugues de Llobregat,43.0,4.95,37,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1129670083527583060?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1878321443&search_mode=regular_search&check_in=2024-11-26&check_out=2024-12-01&source_impression_id=p3_1730069752_P3xh-s81bPeCJt39&previous_page_section_name=1000&federated_search_id=f892f2c6-ea13-49fd-92cd-03b6f49d9f7b&currency=EUR
7954069,Apartamento en Barcelona,88.0,4.67,448,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/7954069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730069759_P3OMky50meLc6gN1&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
15924643,Habitación en Hospitalet de Llobregat,37.0,4.69,579,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/15924643?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2006904328&search_mode=regular_search&check_in=2024-11-20&check_out=2024-11-25&source_impression_id=p3_1730069760_P30LtI_A76we5g_M&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
21719962,Apartamento en Barcelona,113.0,4.91,290,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/21719962?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730069760_P3wJNsc-tNKio5vY&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1126870339906624244,Habitación en Hospitalet de Llobregat,33.0,4.52,21,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1126870339906624244?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1875495375&search_mode=regular_search&check_in=2024-11-11&check_out=2024-11-16&source_impression_id=p3_1730069760_P3gzVZRWD0oe0l2h&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
5230474,Apartamento en Sant Adrià de Besòs,82.0,4.84,313,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/5230474?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730069761_P3rqSyE1SVZSYr3B&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1239902315755231488,Habitación en Barcelona,71.0,0.0,0,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1239902315755231488?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2017511042&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730069761_P35cpFXWrD9kpwAC&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
743181042761198878,Habitación en Barcelona,72.0,4.96,52,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/743181042761198878?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1601037807&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1730069761_P3-YXVanZ1XTHv9b&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1110686287006061600,Habitación en Hospitalet de Llobregat,42.0,4.58,26,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1110686287006061600?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1859415843&search_mode=regular_search&check_in=2024-11-04&check_out=2024-11-09&source_impression_id=p3_1730069761_P3wJIDXhymQU8tqB&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1247686215145874189,Habitación en Barcelona,37.0,3.75,4,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1247686215145874189?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1995318909&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730069761_P3ZKn3YZbscKj96S&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1123156827645522473,Habitación en Barcelona,56.0,4.62,21,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1123156827645522473?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1894631759&search_mode=regular_search&check_in=2024-11-04&check_out=2024-11-09&source_impression_id=p3_1730069761_P3OecZeiqqp8ujUR&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
842670610137799573,Habitación en Barcelona,36.0,4.73,85,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/842670610137799573?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1612767777&search_mode=regular_search&check_in=2024-11-23&check_out=2024-11-28&source_impression_id=p3_1730069761_P3kJ8UATBn3U_fhG&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
578659922214252479,Apartamento en Barcelona,77.0,4.64,96,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/578659922214252479?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730069761_P3EtYrLuZZTry9Oy&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1202780025822678818,Habitación en Barcelona,63.0,5.0,11,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1202780025822678818?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1991383786&search_mode=regular_search&check_in=2024-12-05&check_out=2024-12-10&source_impression_id=p3_1730069761_P3ejRUE1Jk3lyniH&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1239353939252642805,Habitación en Barcelona,29.0,4.5,8,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1239353939252642805?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1988427769&search_mode=regular_search&check_in=2024-11-06&check_out=2024-11-11&source_impression_id=p3_1730069761_P3H4my0_LFqus_nF&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
29649635,Apartamento en Barcelona,91.0,4.37,361,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/29649635?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069761_P3bBS6ypjIbrRnbL&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1059511048187489392,Habitación en Barcelona,41.0,4.9,51,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1059511048187489392?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1812591215&search_mode=regular_search&check_in=2024-11-29&check_out=2024-12-04&source_impression_id=p3_1730069761_P3mq4wFMZXeBsKLI&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
961287943216806993,Hotel en Barcelona,91.0,4.48,201,Barcelona,España,No reconocido,https://www.airbnb.com.pe/rooms/961287943216806993?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069761_P3swtmaXdUX5K_8D&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
947842044832516150,Habitación en Hospitalet de Llobregat,44.0,4.66,58,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/947842044832516150?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1937655213&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730069761_P3xsrPWyGkN-GWgR&previous_page_section_name=1000&federated_search_id=22a47c3b-ec9f-4852-b493-185a37af2426&currency=EUR
1059511048187489392,Habitación en Barcelona,41.0,4.9,51,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1059511048187489392?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1812591215&search_mode=regular_search&check_in=2024-11-29&check_out=2024-12-04&source_impression_id=p3_1730069767_P3EnpShZc2IfGEk8&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
1239353939252642805,Habitación en Barcelona,29.0,4.5,8,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1239353939252642805?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1988427769&search_mode=regular_search&check_in=2024-11-06&check_out=2024-11-11&source_impression_id=p3_1730069769_P3OgKmIQoQ8s9heI&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
29649635,Apartamento en Barcelona,91.0,4.37,361,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/29649635?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069769_P3M-lpvjaBi0EGA8&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
889658757021971661,Habitación en Barcelona,52.0,4.73,98,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/889658757021971661?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2006590024&search_mode=regular_search&check_in=2024-11-12&check_out=2024-11-17&source_impression_id=p3_1730069769_P33-w6Va6Ln0W0HM&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
961287943216806993,Hotel en Barcelona,91.0,4.48,201,Barcelona,España,No reconocido,https://www.airbnb.com.pe/rooms/961287943216806993?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730069769_P3T1JmXLeYJt3alL&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
947842044832516150,Habitación en Hospitalet de Llobregat,44.0,4.66,58,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/947842044832516150?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1937655213&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730069769_P3GK43C-dNw9hX9C&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
817502259871229692,Habitación en Barcelona,46.0,4.63,144,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/817502259871229692?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1590244645&search_mode=regular_search&check_in=2025-01-06&check_out=2025-01-11&source_impression_id=p3_1730069769_P3yqTSb1lgigIJn1&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
695025903626637695,Habitación en Barcelona,64.0,4.65,108,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/695025903626637695?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1902984297&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1730069769_P3w9aek3lA3wNwxe&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
860819797199989030,Habitación en Cornellà de Llobregat,34.0,4.66,71,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/860819797199989030?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1711121164&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1730069769_P3rJ-9jLD-z1emGE&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
767496308524976961,Habitación en Barcelona,40.0,4.51,67,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/767496308524976961?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1533824941&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730069769_P3QvfkhICaLO44Hv&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
22981762,Apartamento en El Vendrell,59.0,4.97,154,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/22981762?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-02&check_out=2024-11-07&source_impression_id=p3_1730069769_P3IrhHl25tUIjkOn&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
34523402,Loft en Barcelona,82.0,4.75,321,Barcelona,España,No reconocido,https://www.airbnb.com.pe/rooms/34523402?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-09&check_out=2024-12-14&source_impression_id=p3_1730069769_P30fW_1RmsYo-nwO&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
3763933,Apartamento en Барселона,121.0,4.67,286,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/3763933?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730069769_P386exdO1T_fmDeM&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
1041274088185457381,Habitación en Barcelona,51.0,4.83,84,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/1041274088185457381?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1796641232&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730069769_P3QAqN59v5zDTNB1&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
694539244096770753,Habitación en Barcelona,54.0,4.84,76,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/694539244096770753?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1763987631&search_mode=regular_search&check_in=2024-11-21&check_out=2024-11-26&source_impression_id=p3_1730069769_P3GKNlU2qay3F5Vl&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
19305430,Apartamento en Barcelona,84.0,4.88,287,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/19305430?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2025-02-23&check_out=2025-02-28&source_impression_id=p3_1730069769_P3o3zK3L1lTwbZrV&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
6052656,Habitación en Rubí,37.0,4.85,184,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/6052656?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=43275469&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730069769_P3Zelr6QZIQpdm9I&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
5483016,Apartamento en Barcelona,111.0,4.6,434,Barcelona,España,Apartamento,https://www.airbnb.com.pe/rooms/5483016?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-16&check_out=2024-11-21&source_impression_id=p3_1730069769_P3RFzQ2T7ENTOK2p&previous_page_section_name=1000&federated_search_id=1044823b-3718-40ff-bbc9-aee6d6be98e5&currency=EUR
6052656,Habitación en Rubí,37.0,4.85,184,Barcelona,España,Habitación,https://www.airbnb.com.pe/rooms/6052656?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=43275469&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730069775_P32GbHQWy-ijFXZB&previous_page_section_name=1000&federated_search_id=4a72cf37-c55c-458e-bff2-97bed4919f98&currency=EUR
